299.95,-41.147,-209.75,0.52673,-0.21939,-0.39376
312.45,-135.37,-147.99,0.547,-0.41201,-0.27008
282.18,-224.66,-67.096,0.48212,-0.59043,-0.10991
232.36,-284.34,16.485,0.37669,-0.71614,0.054319
175.91,-307.74,102.9,0.25301,-0.76682,0.22462
98.32,-288.05,193.11,0.090812,-0.73438,0.39494
13.347,-243.51,259.94,-0.083556,-0.65126,0.51862
-72.168,-193.64,294.17,-0.25994,-0.55596,0.57944
-168.28,-124.73,287.85,-0.45256,-0.41809,0.55714
-249.88,-42.397,251.07,-0.61273,-0.25184,0.48009
-300.48,41.561,206.15,-0.706,-0.081525,0.39291
-311.09,136.18,144.56,-0.72424,0.10906,0.26923
-279.65,224.72,63.359,-0.65531,0.28748,0.10501
-231.31,282.58,-19.632,-0.55596,0.40711,-0.055169
-174.9,303.7,-108.12,-0.43634,0.45374,-0.22953
-98.637,282.35,-200.1,-0.27617,0.41724,-0.39984
-15.575,238.02,-267.43,-0.10383,0.33411,-0.52353
72.418,186.97,-300.19,0.07865,0.23679,-0.58637
171.29,118.32,-290.55,0.27531,0.10095,-0.56002
253.57,39.108,-251.46,0.43752,-0.06125,-0.47689
303.16,-45.346,-204.09,0.53281,-0.22953,-0.3816
310.63,-142.28,-142.02,0.54294,-0.42823,-0.25994
276.73,-232.06,-63.864,0.46996,-0.60867,-0.1018
225.78,-290,18.466,0.3625,-0.72628,0.0604
167.09,-308.26,109.15,0.23679,-0.76885,0.23679
92.941,-283.56,201.53,0.080675,-0.72424,0.41116
12.97,-237.16,268.93,-0.087606,-0.63909,0.53484
-75.825,-185.4,300.3,-0.27211,-0.53974,0.59161
-176.39,-117.75,287.73,-0.46878,-0.4039,0.55917
-258.96,-40.321,246.68,-0.63098,-0.24778,0.47604
-307.25,44.487,198.53,-0.72222,-0.075444,0.37872
-312.46,142.27,136.54,-0.7283,0.12325,0.25099
-277.03,231.75,59.018,-0.65126,0.3037,0.096894
-225.58,288.53,-23.525,-0.54583,0.41927,-0.063281
-166.37,305.16,-115.15,-0.41606,0.45576,-0.23967
-91.394,279.85,-207.04,-0.25792,0.41319,-0.41606
-9.9837,234.48,-272.71,-0.089638,0.32803,-0.53366
79.023,182.66,-303.1,0.090812,0.22666,-0.5884
178.22,112.1,-290.45,0.28951,0.086756,-0.55394
258,31.064,-249.8,0.44968,-0.075444,-0.47689
304.78,-53.602,-202.03,0.53686,-0.24778,-0.37957
310.56,-149.12,-137.37,0.54092,-0.44039,-0.24778
275.81,-235.16,-55.112,0.46793,-0.61476,-0.083556
225.19,-289.72,28.068,0.3625,-0.7283,0.07865
164.42,-306.26,117.5,0.23274,-0.76682,0.25099
84.048,-280.94,205.47,0.0604,-0.72019,0.41927
0.72633,-236.66,266.9,-0.11194,-0.63504,0.53281
-85.827,-185.47,296.5,-0.28833,-0.53569,0.58349
-182.43,-112.51,284.26,-0.48094,-0.39376,0.55308
-259.97,-29.941,244.16,-0.63301,-0.21534,0.46996
-304.98,54.064,198.49,-0.71816,-0.053144,0.37669
-308.64,150.05,133.68,-0.72222,0.13744,0.24896
-273.4,234.93,51.847,-0.64112,0.30776,0.084731
-224.4,287.73,-31.192,-0.54177,0.41927,-0.077469
-163.6,302.07,-122.77,-0.40998,0.44968,-0.25386
-84.907,275.25,-212.3,-0.24373,0.40102,-0.42417
-2.9065,230.99,-274.2,-0.075444,0.32195,-0.53974
86.666,178.48,-301.68,0.10703,0.21854,-0.58435
185.39,106.72,-286.49,0.3037,0.074594,-0.55191
263.5,27.077,-244.83,0.45779,-0.081525,-0.46473
307.5,-58.297,-196.07,0.53889,-0.25792,-0.36538
307.73,-156.53,-131.19,0.53484,-0.45661,-0.23359
270.22,-242.33,-52.8,0.45576,-0.62895,-0.081525
218.87,-295.03,29.79,0.34628,-0.73641,0.080675
156.26,-306.3,123.54,0.21652,-0.76277,0.26315
79.825,-276.39,213.49,0.052288,-0.71208,0.43346
-0.14653,-229.94,275.32,-0.11397,-0.62692,0.547
-90.616,-176.41,300.91,-0.29847,-0.52149,0.58958
-190.43,-106.68,283.17,-0.49716,-0.3816,0.55106
-268.75,-28.856,240.19,-0.65126,-0.22548,0.46387
-311.35,57.556,190.49,-0.73033,-0.047056,0.3625
-308.83,156.94,125.57,-0.72019,0.15164,0.23071
-270.38,241.87,48.049,-0.63706,0.32398,0.07865
-219.02,293.48,-34.683,-0.52961,0.42941,-0.081525
-155.99,303.51,-129.04,-0.39376,0.45374,-0.26603
-78.443,273.05,-218.41,-0.23156,0.40305,-0.43837
3.1562,226.96,-278.77,-0.063281,0.31384,-0.54785
93.885,173.22,-303.45,0.12731,0.20841,-0.5884
191.83,100.56,-285.97,0.31789,0.062425,-0.54988
267.39,19.599,-243.79,0.4659,-0.099775,-0.46067
308.91,-66.719,-193.94,0.54497,-0.27211,-0.36335
306.98,-163.46,-125.53,0.53484,-0.46675,-0.22345
270.18,-244.76,-43.624,0.45374,-0.63504,-0.06125
218.73,-294.56,38.825,0.34831,-0.73641,0.094869
153.8,-304.98,130.43,0.21044,-0.76277,0.27734
71.097,-274.6,215.89,0.036069,-0.70803,0.43549
-12.201,-229.3,272.79,-0.13829,-0.6249,0.54092
-100.62,-175.59,296.79,-0.31874,-0.51541,0.58349
-195.55,-100.57,279.8,-0.5073,-0.36741,0.54497
-268.84,-18.689,238.92,-0.64923,-0.20521,0.46184
-308.88,67.039,190.72,-0.72628,-0.032869,0.3625
-304.87,164.18,121.82,-0.71208,0.16583,0.22462
-266.91,244.32,40.759,-0.63098,0.32803,0.064456
-218,292.47,-42.185,-0.52758,0.43143,-0.097744
-153.13,300.44,-136.05,-0.38971,0.45171,-0.27819
-72.876,269.28,-222.6,-0.21939,0.39291,-0.44243
10.233,223.54,-279.84,-0.049087,0.30776,-0.54785
102.09,168.24,-301.14,0.13947,0.2003,-0.58435
198.63,95.041,-281.42,0.33006,0.052288,-0.53771
272.35,16.084,-239.05,0.47604,-0.10586,-0.45256
311.15,-71.578,-188.09,0.547,-0.28428,-0.35119
303.67,-170.85,-120.06,0.52673,-0.485,-0.21331
263.45,-252.02,-42.114,0.4436,-0.65126,-0.059225
212.03,-299.65,41.09,0.33411,-0.74452,0.10501
146.28,-304.42,136.94,0.19219,-0.76074,0.29154
68.95,-270.85,223.63,0.032012,-0.70194,0.45374
-13.098,-222.44,280.91,-0.13829,-0.61273,0.55511
-106.63,-165.89,299.66,-0.33294,-0.49919,0.58553
-203.71,-94.862,277.51,-0.52353,-0.35524,0.53484
-277.5,-17.816,234.11,-0.66545,-0.20115,0.44766
-314.82,70.932,182.59,-0.73641,-0.024756,0.34628
-304.65,171.21,114.74,-0.71006,0.18002,0.20841
-263.2,251.68,37.339,-0.62287,0.34425,0.056344
-211.97,297.78,-46.337,-0.51744,0.43954,-0.10788
-145.98,301.58,-142.16,-0.37349,0.45374,-0.29239
-67.78,267.91,-228.13,-0.20926,0.38886,-0.45459
15.942,219.79,-284.22,-0.034894,0.29762,-0.55799
109.79,162.32,-302.2,0.15366,0.18813,-0.58232
204.81,88.105,-280.12,0.34223,0.040125,-0.53366
275.84,8.1809,-237.63,0.48212,-0.12208,-0.45053
312.36,-80,-185.83,0.54903,-0.30049,-0.34308
302.97,-177.22,-114.06,0.52267,-0.49716,-0.20115
262.16,-254.15,-32.536,0.43954,-0.65328,-0.040975
211.44,-298.73,50.502,0.33411,-0.74655,0.1192
143.19,-303,143.02,0.18813,-0.75669,0.30167
60.221,-269.72,224.88,0.013769,-0.69992,0.45576
-24.256,-222.49,278.22,-0.15857,-0.61071,0.55106
-116.02,-164.34,295.63,-0.34713,-0.49716,0.57944
-208.21,-87.62,273.86,-0.53163,-0.33902,0.5247
-276.84,-7.1057,233.04,-0.66342,-0.17884,0.44968
-312.08,80.439,182.66,-0.73033,-0.0044813,0.34628
-301,177.7,110.45,-0.70194,0.19421,0.20232
-260,253.59,29.625,-0.61679,0.34628,0.040125
-210.43,296.48,-54.169,-0.51136,0.43549,-0.12005
-142.77,298.15,-149,-0.36741,0.44562,-0.30455
-62.449,264.35,-231.76,-0.19912,0.38277,-0.46067
22.43,216.72,-285.03,-0.024756,0.29356,-0.55799
117.78,157.39,-299.56,0.16989,0.17799,-0.58029
211.41,82.562,-275.07,0.35844,0.027962,-0.52555
280.27,4.0291,-232.39,0.49023,-0.13221,-0.43837
313.65,-85.497,-179.36,0.55106,-0.31469,-0.33091
299.69,-184.29,-109.25,0.51862,-0.51136,-0.19304
256.14,-261.62,-31.427,0.42535,-0.67153,-0.03895
203.98,-303.45,53.64,0.31586,-0.75669,0.13136
136.23,-301.66,150.1,0.17191,-0.75669,0.31384
59.042,-265.75,233.04,0.013769,-0.69181,0.46793
-25.152,-215.86,286.01,-0.16466,-0.60057,0.56727
-121.94,-155.54,298.2,-0.35929,-0.47892,0.58147
-216.35,-82.784,271.17,-0.54988,-0.33294,0.5247
-285.07,-5.1005,226.84,-0.68167,-0.17479,0.43549
